state,specialty_clean,payment_type_clean,payment_amount
NJ,Orthopaedic Surgery,Grant,43750.0
NJ,Orthopaedic Surgery,Honoraria,3000.0
NJ,Orthopaedic Surgery,Non-consulting professional services,124074.77
NJ,Orthopaedic Surgery,Other,26850.0
NJ,Orthopaedic Surgery,Royalty / License,6924686.74
NJ,Orthopaedic Surgery,Travel & Lodging,317570.56
NJ,Orthopaedic Surgery of the Spine,Consulting,249795.99
NJ,Orthopaedic Surgery of the Spine,Education,106.49
NJ,Orthopaedic Surgery of the Spine,Food & Beverage,51607.99
NJ,Orthopaedic Surgery of the Spine,Non-consulting professional services,107425.0
NJ,Orthopaedic Surgery of the Spine,Royalty / License,578860.04
NJ,Orthopaedic Surgery of the Spine,Travel & Lodging,60251.41
NJ,Orthopaedic Trauma,Consulting,203780.91
NJ,Orthopaedic Trauma,Food & Beverage,10249.37
NJ,Orthopaedic Trauma,Honoraria,3488.0
NJ,Orthopaedic Trauma,Other,6824.0
NJ,Orthopaedic Trauma,Royalty / License,681656.67
NJ,Orthopaedic Trauma,Travel & Lodging,18041.94
NJ,Orthopedic,Food & Beverage,159.63
NJ,Otolaryngic Allergy,Education,93.16
NJ,Otolaryngic Allergy,Food & Beverage,486.49
NJ,Otolaryngology,Consulting,486403.67000000004
NJ,Otolaryngology,Education,2557.99
NJ,Otolaryngology,Food & Beverage,49738.9
NJ,Otolaryngology,Non-consulting professional services,22890.0
NJ,Otolaryngology,Travel & Lodging,48060.17
NJ,Otolaryngology/Facial Plastic Surgery,Consulting,14000.0
NJ,Otolaryngology/Facial Plastic Surgery,Food & Beverage,11677.32
NJ,Otolaryngology/Facial Plastic Surgery,Travel & Lodging,2522.9700000000003
NJ,Otology & Neurotology,Consulting,35.0
NJ,Otology & Neurotology,Food & Beverage,2742.93
NJ,Otology & Neurotology,Travel & Lodging,162.62
NJ,Pain Medicine,Consulting,296520.1
NJ,Pain Medicine,Education,8059.99
NJ,Pain Medicine,Food & Beverage,97334.79
NJ,Pain Medicine,Grant,10000.0
NJ,Pain Medicine,Honoraria,24212.0
NJ,Pain Medicine,Non-consulting professional services,58780.0
NJ,Pain Medicine,Other,27638.71
NJ,Pain Medicine,Royalty / License,12498.73
NJ,Pain Medicine,Travel & Lodging,65022.19
NJ,Pediatric Allergy/Immunology,Consulting,2500.0
NJ,Pediatric Allergy/Immunology,Food & Beverage,1822.46
NJ,Pediatric Anesthesiology,Food & Beverage,178.31
NJ,Pediatric Cardiology,Education,1200.0
NJ,Pediatric Cardiology,Food & Beverage,2463.34
NJ,Pediatric Cardiology,Travel & Lodging,865.47
NJ,Pediatric Critical Care Medicine,Food & Beverage,660.99
NJ,Pediatric Critical Care Medicine,Non-consulting professional services,50.0
NJ,Pediatric Critical Care Medicine,Travel & Lodging,250.01
NJ,Pediatric Dentistry,Consulting,195.0
NJ,Pediatric Dentistry,Education,1909.48
NJ,Pediatric Dentistry,Food & Beverage,5258.69
NJ,Pediatric Dentistry,Honoraria,40.83
NJ,Pediatric Dentistry,Non-consulting professional services,44.61
NJ,Pediatric Dentistry,Other,6680.45
NJ,Pediatric Dentistry,Travel & Lodging,451.32
NJ,Pediatric Dermatology,Food & Beverage,1571.25
NJ,Pediatric Emergency Medicine,Food & Beverage,1590.59
NJ,Pediatric Emergency Medicine,Non-consulting professional services,42.0
NJ,Pediatric Endocrinology,Consulting,69764.0
NJ,Pediatric Endocrinology,Education,296.3
NJ,Pediatric Endocrinology,Food & Beverage,13986.61
NJ,Pediatric Endocrinology,Honoraria,2555.0
NJ,Pediatric Endocrinology,Non-consulting professional services,22428.0
NJ,Pediatric Endocrinology,Other,59.4
NJ,Pediatric Endocrinology,Travel & Lodging,7486.59
NJ,Pediatric Gastroenterology,Consulting,2887.5
NJ,Pediatric Gastroenterology,Education,96.12
NJ,Pediatric Gastroenterology,Food & Beverage,5015.2300000000005
NJ,Pediatric Gastroenterology,Non-consulting professional services,950.0
NJ,Pediatric Hematology-Oncology,Consulting,5795.0
NJ,Pediatric Hematology-Oncology,Education,64.0
NJ,Pediatric Hematology-Oncology,Food & Beverage,2221.67
NJ,Pediatric Hematology-Oncology,Honoraria,5420.0
NJ,Pediatric Hematology-Oncology,Non-consulting professional services,10540.0
NJ,Pediatric Hematology-Oncology,Other,1530.0
NJ,Pediatric Hematology-Oncology,Travel & Lodging,1487.49
NJ,Pediatric Infectious Diseases,Education,64.0
NJ,Pediatric Infectious Diseases,Food & Beverage,424.56
NJ,Pediatric Nephrology,Consulting,113989.6
NJ,Pediatric Nephrology,Education,18.61
NJ,Pediatric Nephrology,Food & Beverage,2473.31
NJ,Pediatric Nephrology,Honoraria,28025.0
NJ,Pediatric Nephrology,Travel & Lodging,1795.77
NJ,Pediatric Ophthalmology and Strabismus Specialist,Food & Beverage,129.39
NJ,Pediatric Orthopaedic Surgery,Consulting,6500.0
NJ,Pediatric Orthopaedic Surgery,Food & Beverage,3430.78
NJ,Pediatric Orthopaedic Surgery,Non-consulting professional services,8787.86
NJ,Pediatric Orthopaedic Surgery,Travel & Lodging,2273.48
NJ,Pediatric Otolaryngology,Consulting,9000.0
NJ,Pediatric Otolaryngology,Food & Beverage,3604.67
NJ,Pediatric Otolaryngology,Non-consulting professional services,14500.0
NJ,Pediatric Otolaryngology,Travel & Lodging,5675.09
NJ,Pediatric Pulmonology,Consulting,8920.0
NJ,Pediatric Pulmonology,Education,64.0
NJ,Pediatric Pulmonology,Food & Beverage,3049.9
NJ,Pediatric Pulmonology,Travel & Lodging,1276.26
NJ,Pediatric Radiology,Food & Beverage,77.2
NJ,Pediatric Rehabilitation Medicine,Consulting,14400.0
NJ,Pediatric Rehabilitation Medicine,Food & Beverage,285.63
NJ,Pediatric Rheumatology,Consulting,4200.0
NJ,Pediatric Rheumatology,Food & Beverage,1173.84
NJ,Pediatric Surgery,Food & Beverage,563.4
NJ,Pediatric Urology,Food & Beverage,302.71999999999997
NJ,Pediatrics,Consulting,169792.25
NJ,Pediatrics,Device / Supply Loan,516.9
NJ,Pediatrics,Education,127.61
NJ,Pediatrics,Food & Beverage,102943.27
NJ,Pediatrics,Honoraria,26421.0
NJ,Pediatrics,Non-consulting professional services,40350.93
NJ,Pediatrics,Other,219.4
NJ,Pediatrics,Travel & Lodging,4281.41
NJ,"Pediatrics, Critical Care",Food & Beverage,112.04
NJ,Perinatal,Food & Beverage,186.04
NJ,Periodontics,Consulting,35.0
NJ,Periodontics,Education,1253.31
NJ,Periodontics,Entertainment,2759.25
NJ,Periodontics,Food & Beverage,10068.11
NJ,Periodontics,Honoraria,29664.67
NJ,Periodontics,Non-consulting professional services,1016.01
NJ,Periodontics,Other,10436.84
NJ,Periodontics,Royalty / License,24.2
NJ,Periodontics,Travel & Lodging,2086.7
NJ,Perioperative,Food & Beverage,56.629999999999995
NJ,Physical Medicine & Rehabilitation,Consulting,6432.0
NJ,Physical Medicine & Rehabilitation,Education,166.91
NJ,Physical Medicine & Rehabilitation,Food & Beverage,41580.48
NJ,Physical Medicine & Rehabilitation,Non-consulting professional services,857.0
NJ,Physical Medicine & Rehabilitation,Royalty / License,8382.84
NJ,Physical Medicine & Rehabilitation,Travel & Lodging,28069.55
NJ,Physician Assistant,Consulting,59385.5
NJ,Physician Assistant,Device / Supply Loan,166.66
NJ,Physician Assistant,Education,17232.79
NJ,Physician Assistant,Food & Beverage,584440.92
NJ,Physician Assistant,Honoraria,360.0
NJ,Physician Assistant,Non-consulting professional services,128190.31
NJ,Physician Assistant,Other,59.4
NJ,Physician Assistant,Travel & Lodging,56548.88
NJ,Plastic Surgery,Consulting,72469.2
NJ,Plastic Surgery,Device / Supply Loan,1025.97
NJ,Plastic Surgery,Education,16.9
NJ,Plastic Surgery,Food & Beverage,54194.23
NJ,Plastic Surgery,Honoraria,981.0
NJ,Plastic Surgery,Non-consulting professional services,97468.54000000001
NJ,Plastic Surgery,Other,2874.6400000000003
NJ,Plastic Surgery,Travel & Lodging,12185.43
NJ,Plastic Surgery Within the Head and Neck,Food & Beverage,1633.62
NJ,Plastic Surgery within the Head & Neck,Consulting,75.0
NJ,Plastic Surgery within the Head & Neck,Food & Beverage,3717.77
NJ,Plastic Surgery within the Head & Neck,Travel & Lodging,1899.3
NJ,Plastic and Reconstructive Surgery,Consulting,5824.0
NJ,Plastic and Reconstructive Surgery,Education,129.05
NJ,Plastic and Reconstructive Surgery,Entertainment,21.95
NJ,Plastic and Reconstructive Surgery,Food & Beverage,29905.47
NJ,Plastic and Reconstructive Surgery,Grant,987.06
NJ,Plastic and Reconstructive Surgery,Non-consulting professional services,17017.14
NJ,Plastic and Reconstructive Surgery,Travel & Lodging,11177.02
NJ,Podiatrist,Consulting,62492.58
NJ,Podiatrist,Device / Supply Loan,2045.5
NJ,Podiatrist,Education,2097.89
NJ,Podiatrist,Food & Beverage,97033.51
NJ,Podiatrist,Grant,325.0
NJ,Podiatrist,Non-consulting professional services,57868.77
NJ,Podiatrist,Other,5774.4400000000005
NJ,Podiatrist,Royalty / License,78546.95999999999
NJ,Podiatrist,Travel & Lodging,48106.35
NJ,Preventive Medicine/Occupational Environmental Medicine,Food & Beverage,122.09
NJ,Primary Care,Consulting,750.0
NJ,Primary Care,Education,789.17
NJ,Primary Care,Food & Beverage,59595.31
NJ,Primary Care,Non-consulting professional services,201.31
NJ,Primary Care,Travel & Lodging,6898.71
NJ,Primary Podiatric Medicine,Food & Beverage,9533.35
NJ,Primary Podiatric Medicine,Travel & Lodging,1131.96
NJ,Procedural Dermatology,Education,575.88
NJ,Procedural Dermatology,Food & Beverage,6857.01
NJ,Prosthodontics,Consulting,42247.5
NJ,Prosthodontics,Education,2790.28
NJ,Prosthodontics,Entertainment,1540.26
NJ,Prosthodontics,Food & Beverage,8313.37
NJ,Prosthodontics,Honoraria,95050.0
NJ,Prosthodontics,Non-consulting professional services,62.71
NJ,Prosthodontics,Other,27340.13
NJ,Prosthodontics,Travel & Lodging,21174.68
NJ,Psychiatric/Mental Health,Consulting,22511.38
NJ,Psychiatric/Mental Health,Education,2906.0
NJ,Psychiatric/Mental Health,Food & Beverage,230836.54
NJ,Psychiatric/Mental Health,Non-consulting professional services,161432.5
NJ,Psychiatric/Mental Health,Travel & Lodging,25638.63
NJ,"Psychiatric/Mental Health, Adult",Education,71.97
NJ,"Psychiatric/Mental Health, Adult",Food & Beverage,3769.88
NJ,"Psychiatric/Mental Health, Child & Adolescent",Education,48.84
NJ,"Psychiatric/Mental Health, Child & Adolescent",Food & Beverage,1060.27
NJ,"Psychiatric/Mental Health, Child & Family",Food & Beverage,2014.85
NJ,Psychiatry,Consulting,12804.0
NJ,Psychiatry,Education,1718.61
NJ,Psychiatry,Food & Beverage,166966.65
NJ,Psychiatry,Non-consulting professional services,386580.88
NJ,Psychiatry,Travel & Lodging,27680.72
NJ,Psychosomatic Medicine,Food & Beverage,1840.1200000000001
NJ,Public Health & General Preventive Medicine,Consulting,3204.0
NJ,Public Health & General Preventive Medicine,Food & Beverage,199.38
NJ,Public Health & General Preventive Medicine,Travel & Lodging,567.44
NJ,Pulmonary Disease,Consulting,323502.0
NJ,Pulmonary Disease,Education,9468.2
NJ,Pulmonary Disease,Food & Beverage,189938.53
NJ,Pulmonary Disease,Honoraria,950.0
NJ,Pulmonary Disease,Non-consulting professional services,266733.72
NJ,Pulmonary Disease,Travel & Lodging,42076.02
NJ,Radiation Oncology,Consulting,121108.5
NJ,Radiation Oncology,Education,270.15999999999997
NJ,Radiation Oncology,Food & Beverage,21954.61
NJ,Radiation Oncology,Honoraria,750.0
NJ,Radiation Oncology,Non-consulting professional services,4500.0
NJ,Radiation Oncology,Travel & Lodging,20147.989999999998
NJ,Registered Nurse,Food & Beverage,1955.68
NJ,Rehabilitation,Food & Beverage,86.83000000000001
NJ,Reproductive Endocrinology,Consulting,7475.0
NJ,Reproductive Endocrinology,Food & Beverage,5787.78
NJ,Reproductive Endocrinology,Travel & Lodging,4989.73
NJ,Retina Specialist,Consulting,44619.96
NJ,Retina Specialist,Education,22.59
NJ,Retina Specialist,Food & Beverage,14334.83
NJ,Retina Specialist,Honoraria,11450.0
NJ,Retina Specialist,Non-consulting professional services,155280.0
NJ,Retina Specialist,Other,6896.86
NJ,Retina Specialist,Travel & Lodging,15347.28
NJ,Rheumatology,Consulting,48448.0
NJ,Rheumatology,Education,6031.26
NJ,Rheumatology,Food & Beverage,127981.85
NJ,Rheumatology,Honoraria,37012.5
NJ,Rheumatology,Non-consulting professional services,333700.5
NJ,Rheumatology,Travel & Lodging,20950.05
NJ,School,Food & Beverage,28.45
NJ,Sleep Medicine,Consulting,150.0
NJ,Sleep Medicine,Education,175.01999999999998
NJ,Sleep Medicine,Food & Beverage,12617.56
NJ,Sleep Medicine,Non-consulting professional services,16056.25
NJ,Sleep Medicine,Travel & Lodging,2794.89
NJ,Spinal Cord Injury Medicine,Food & Beverage,53.980000000000004
NJ,Sports Medicine,Consulting,44956.29
NJ,Sports Medicine,Education,10053.57
NJ,Sports Medicine,Food & Beverage,43329.87
NJ,Sports Medicine,Non-consulting professional services,12732.04
NJ,Sports Medicine,Travel & Lodging,34991.94
NJ,Sports Physician,Food & Beverage,315.07
NJ,Sports Physician,Travel & Lodging,1808.59
NJ,Surgery,Consulting,145575.55
NJ,Surgery,Device / Supply Loan,2707.66
NJ,Surgery,Education,382666.97
NJ,Surgery,Entertainment,341.22
NJ,Surgery,Food & Beverage,176233.87
NJ,Surgery,Honoraria,2293.0
NJ,Surgery,Non-consulting professional services,161365.18
NJ,Surgery,Other,18488.45
NJ,Surgery,Royalty / License,237.0
NJ,Surgery,Travel & Lodging,150768.77
NJ,Surgery of the Hand,Consulting,29190.0
NJ,Surgery of the Hand,Device / Supply Loan,487.0
NJ,Surgery of the Hand,Food & Beverage,3767.69
NJ,Surgery of the Hand,Non-consulting professional services,4800.0
NJ,Surgery of the Hand,Travel & Lodging,2504.54
NJ,Surgical,Consulting,40289.479999999996
NJ,Surgical,Education,1153.6399999999999
NJ,Surgical,Food & Beverage,75696.79
NJ,Surgical,Non-consulting professional services,1519.4
NJ,Surgical,Travel & Lodging,23036.31
NJ,Surgical Critical Care,Consulting,20089.760000000002
NJ,Surgical Critical Care,Device / Supply Loan,152.0
NJ,Surgical Critical Care,Education,1031.87
NJ,Surgical Critical Care,Food & Beverage,8798.14
NJ,Surgical Critical Care,Travel & Lodging,6851.400000000001
NJ,Surgical Oncology,Consulting,4675.0
NJ,Surgical Oncology,Device / Supply Loan,172.0
NJ,Surgical Oncology,Food & Beverage,9881.15
NJ,Surgical Oncology,Honoraria,1000.0
NJ,Surgical Oncology,Non-consulting professional services,53360.0
NJ,Surgical Oncology,Other,32.5
NJ,Surgical Oncology,Travel & Lodging,12553.48
NJ,Therapeutic Radiology,Food & Beverage,382.11
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Consulting,84085.25
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Device / Supply Loan,9836.630000000001
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Education,10463.869999999999
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Entertainment,35.65
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Food & Beverage,69746.51
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Honoraria,7200.0
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Non-consulting professional services,75421.88
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),Travel & Lodging,62048.47
NJ,Transplant Hepatology,Education,10.3
NJ,Transplant Hepatology,Food & Beverage,3411.72
NJ,Transplant Hepatology,Non-consulting professional services,39550.0
NJ,Transplant Hepatology,Travel & Lodging,6105.13
NJ,Transplant Surgery,Consulting,161654.04
NJ,Transplant Surgery,Food & Beverage,6812.04
NJ,Transplant Surgery,Honoraria,6000.0
NJ,Transplant Surgery,Non-consulting professional services,14008.0
NJ,Transplant Surgery,Other,16.25
NJ,Transplant Surgery,Travel & Lodging,6516.19
NJ,Transplantation,Food & Beverage,106.82
NJ,Trauma Surgery,Education,13500.0
NJ,Trauma Surgery,Food & Beverage,5014.24
NJ,Trauma Surgery,Travel & Lodging,5753.91
NJ,Unknown,Consulting,45040.0
NJ,Unknown,Device / Supply Loan,521143.57
NJ,Unknown,Education,150349.37
NJ,Unknown,Food & Beverage,2455.0
NJ,Unknown,Grant,1763109.3
NJ,Unknown,Non-consulting professional services,640996.25
NJ,Unknown,Other,594047.04
NJ,Unknown,Royalty / License,1174836.5
NJ,Unknown,Travel & Lodging,6250.0
NJ,Urogynecology and Reconstructive Pelvic Surgery,Consulting,18680.510000000002
NJ,Urogynecology and Reconstructive Pelvic Surgery,Education,1737.4499999999998
NJ,Urogynecology and Reconstructive Pelvic Surgery,Food & Beverage,11417.61
NJ,Urogynecology and Reconstructive Pelvic Surgery,Honoraria,241.16
NJ,Urogynecology and Reconstructive Pelvic Surgery,Non-consulting professional services,14010.0
NJ,Urogynecology and Reconstructive Pelvic Surgery,Other,30.65
NJ,Urogynecology and Reconstructive Pelvic Surgery,Travel & Lodging,4448.99
NJ,Urology,Acquisitions,22031.29
NJ,Urology,Consulting,459442.66
NJ,Urology,Education,90894.01
NJ,Urology,Food & Beverage,151916.57
NJ,Urology,Honoraria,32541.19
NJ,Urology,Non-consulting professional services,505958.75
NJ,Urology,Other,5674.97
NJ,Urology,Travel & Lodging,125580.95
NJ,Vascular & Interventional Radiology,Consulting,30450.0
NJ,Vascular & Interventional Radiology,Device / Supply Loan,66035.56
NJ,Vascular & Interventional Radiology,Education,183.65
NJ,Vascular & Interventional Radiology,Food & Beverage,42477.69
NJ,Vascular & Interventional Radiology,Honoraria,26465.33
NJ,Vascular & Interventional Radiology,Non-consulting professional services,37915.0
NJ,Vascular & Interventional Radiology,Other,21180.0
NJ,Vascular & Interventional Radiology,Royalty / License,616.0
NJ,Vascular & Interventional Radiology,Travel & Lodging,37302.49
NJ,Vascular Neurology,Consulting,2138.0
NJ,Vascular Neurology,Food & Beverage,4116.62
NJ,Vascular Neurology,Travel & Lodging,1651.51
NJ,Vascular Surgery,Consulting,137349.96
NJ,Vascular Surgery,Device / Supply Loan,65.0
NJ,Vascular Surgery,Education,8228.28
NJ,Vascular Surgery,Food & Beverage,133030.73
NJ,Vascular Surgery,Grant,10878.0
NJ,Vascular Surgery,Honoraria,30226.0
NJ,Vascular Surgery,Non-consulting professional services,112133.0
NJ,Vascular Surgery,Other,21766.25
NJ,Vascular Surgery,Travel & Lodging,62568.06
NJ,Vision Therapy,Food & Beverage,1179.19
NJ,Women's Health,Consulting,1100.0
NJ,Women's Health,Education,1700.29
NJ,Women's Health,Food & Beverage,15600.5
NJ,Women's Health,Travel & Lodging,429.73
NJ,Wound Care,Food & Beverage,614.98
NM,Acute Care,Education,283.99
NM,Acute Care,Food & Beverage,16479.57
NM,Acute Care,Non-consulting professional services,15.0
NM,Acute Care,Travel & Lodging,4440.1
NM,Addiction Medicine,Education,44.55
NM,Addiction Medicine,Food & Beverage,344.03999999999996
NM,Addiction Psychiatry,Food & Beverage,328.39
NM,Adult Health,Consulting,65.0
NM,Adult Health,Education,140.04
NM,Adult Health,Food & Beverage,8874.7
NM,Adult Medicine,Food & Beverage,95.92
NM,Adult Reconstructive Orthopaedic Surgery,Consulting,10500.0
NM,Adult Reconstructive Orthopaedic Surgery,Food & Beverage,2035.31
NM,Adult Reconstructive Orthopaedic Surgery,Travel & Lodging,3058.71
NM,Advanced Heart Failure and Transplant Cardiology,Food & Beverage,182.48
NM,Advanced Practice Midwife,Food & Beverage,1458.7
NM,Aerospace Medicine,Food & Beverage,56.5
NM,Allergy,Food & Beverage,1675.22
NM,Allergy & Immunology,Consulting,260.43
NM,Allergy & Immunology,Education,357.69
NM,Allergy & Immunology,Food & Beverage,11216.09
NM,Anatomic Pathology,Food & Beverage,46.21
NM,Anatomic Pathology & Clinical Pathology,Consulting,10137.5
NM,Anatomic Pathology & Clinical Pathology,Food & Beverage,952.14
NM,Anatomic Pathology & Clinical Pathology,Non-consulting professional services,500.0
NM,Anatomic Pathology & Clinical Pathology,Travel & Lodging,82.53
NM,Anesthesiologist Assistant,Education,19.81
NM,Anesthesiologist Assistant,Food & Beverage,53.17999999999999
